#,"Total Backlinks","Domain Rating","URL Rating (desc)","Referring Domains","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"Backlink Status","First Seen","Last Check","Day Lost",Language,Traffic,Keywords,"Js rendered","Linked Domains"
1,3,90,13,1,http://link.2gis.ru/1.2/86B0E94C/webapi/20200101/project32/4504128908595715/maps.ngs.ru/7wdi94G6G6I5GH13HH1H9q842vgA941916A439C06uvovH187C3G89347I1Gz2z6D75333G6507969692JJ5GJIJGJ469?http://novoclinic.ru,,0,1,http://novoclinic.ru/,,перейти,.,"Dofollow, Content",,"2020-01-23 15:50:12","2020-01-23 15:50:12",,,0,0,,1
2,3,83,12,0,https://yandex.com.tr/profile/1144509972,Yandex,21,2,https://novoclinic.ru/,,novoclinic.ru,,Dofollow,,"2019-11-26 02:41:18","2020-05-12 07:24:37",,tr,0,0,,1
3,3,83,12,0,https://yandex.com.tr/profile/1144509972,Yandex,21,2,https://novoclinic.ru/adres/,,"Заказать звонок",,Dofollow,,"2020-02-19 11:58:15","2020-05-12 07:24:37",,tr,0,0,,1
4,1,82,12,0,http://avon-shop.at.ua/dir/0-0-1-1236-20,,0,1,http://novoclinic.ru/,,,,"Dofollow, Redirect",,"2020-03-20 06:48:28","2020-03-20 06:48:28",,,0,0,,1
5,1,44,11,4,https://bellaestetica.ru/plastic-surgery/rinoplastika.html,"Ринопластика: виды, проведение, реабилитация, осложнения",40,8,https://novoclinic.ru/plasticheskaya-khirurgiya/rinoplastika/,"Таким образом,",ринопластика,"может осуществляться в лечебных и эстетических целях. Оптимальный возраст ее","Dofollow, Content",,"2020-06-05 14:57:28","2020-06-05 14:57:28",,ru,0,0,,6
6,1,71,11,1,http://prlog.ru/analysis/seriamir.ru,"Seriamir.ru - анализ сайта, seo характеристики сайта - сериамир точка ру",36,202,https://novoclinic.ru/faq/o-protsedurakh-dlya-litsa/glubokiy-piling-litsa/,,novoclinic.ru/faq/o-protsedurakh-dlya-litsa/glubokiy-piling-...,,Nofollow,,"2019-03-01 22:43:17","2020-04-25 00:32:27",,ru,0,0,,33
7,5,54,11,0,https://yellmed.ru/plasticheskie-hirurgii/novoklinik-na-ulice-krutickiy-val,"Новоклиник на улице Крутицкий Вал Центр эстетической медицины и косметологии – описание компании, схема проезда",83,16,https://novoclinic.ru/,,http://novoclinic.ru,,Nofollow,,"2019-02-20 23:52:24","2019-06-12 01:39:51",,,0,1,,7
8,4,63,11,0,https://msk.yp.ru/rajon/yugo_vostochnyi_ao/kosmetologicheskie_uslugi/,"Косметологические услуги в Юго-Восточном АО",30,30,http://novoclinic.ru/,,novoclinic.ru,,"Nofollow, Image",,"2020-04-12 12:07:17","2020-04-12 12:07:17",,ru,0,0,,19
9,1,63,11,1,http://www.fashiontime.ru/beauty/blog/1373894.html,"Что такое абдоминопластика?",90,33,https://novoclinic.ru/plasticheskaya-khirurgiya/abdominoplastika/,"кожи и растяжками, в этом случае вернуть стройность поможет только",абдоминопластика,"— подтяжка живота (передней брюшной стенки).","Dofollow, Content",,"2020-02-22 13:33:09","2020-06-12 00:11:17",,ru,0.01,1,,10
10,1,63,11,1,http://www.fashiontime.ru/beauty/blog/1373894.html,"Что такое абдоминопластика?",90,33,https://novoclinic.ru/plasticheskaya-khirurgiya/liposaktsiya/zhivota/,"в весе, перед обращением к хирургу попробуйте более щадящие методики:","липосакция живота",", аппаратная косметология, вакуумный массаж и так далее. Если не","Dofollow, Content",,"2020-02-22 13:33:09","2020-06-12 00:11:17",,ru,0.01,1,,10
